ABC000,ABC001,ABC002,ABC003,ABC004,ABC005,ABC006,ABC007,ABC008,ABC009,ABC010
215,2366,2020-08-19 20:11:51,ABCDEF,"A0001",0.4880172879812418,"00d70006",file_215_007.txt,A0001,6,00d7000a
216,2377,2020-08-19 20:11:52,ABCDEF,"A0001",0.22524987567887012,"00d80006",file_216_007.txt,A0001,1,00d8000a
217,2388,2020-08-19 20:11:53,ABCDEF,"A0001",0.7326135719127405,"00d90006",file_217_007.txt,A0001,14,00d9000a
218,2399,2020-08-19 20:11:54,ABCDEF,"A0001",0.3758390915151999,"00da0006",file_218_007.txt,B0010,4,00da000a
219,2410,2020-08-19 20:11:55,ABCDEF,"A0001",0.1972351968946976,"00db0006",file_219_007.txt,A0001,17,00db000a
220,2421,2020-08-19 20:11:56,ABCDEF,"A0001",0.49648708869865876,"00dc0006",file_220_007.txt,B0010,18,00dc000a
221,2432,2020-08-19 20:11:57,ABCDEF,"A0001",0.48785569941442686,"00dd0006",file_221_007.txt,A0001,15,00dd000a
222,2443,2020-08-19 20:11:58,ABCDEF,"A0001",0.9430201063798838,"00de0006",file_222_007.txt,A0001,12,00de000a
223,2454,2020-08-19 20:11:59,ABCDEF,"A0001",0.737162882929424,"00df0006",file_223_007.txt,A0001,5,00df000a
224,2465,2020-08-19 20:12:00,ABCDEF,"A0001",0.162058754964563,"00e00006",file_224_007.txt,B0010,14,00e0000a
225,2476,2020-08-19 20:12:01,ABCDEF,"A0001",0.6381203914835595,"00e10006",file_225_007.txt,B0010,9,00e1000a
226,2487,2020-08-19 20:12:02,ABCDEF,"A0001",0.23814598601810621,"00e20006",file_226_007.txt,A0001,8,00e2000a
227,2498,2020-08-19 20:12:03,ABCDEF,"A0001",0.6010452871003574,"00e30006",file_227_007.txt,A0001,3,00e3000a
228,2509,2020-08-19 20:12:04,ABCDEF,"B0010",0.9567014549618911,"00e40006",file_228_007.txt,A0001,12,00e4000a
229,2520,2020-08-19 20:12:05,ABCDEF,"A0001",0.22721053446006767,"00e50006",file_229_007.txt,B0010,3,00e5000a
230,2531,2020-08-19 20:12:06,ABCDEF,"A0001",0.155471304670185,"00e60006",file_230_007.txt,B0010,13,00e6000a
231,2542,2020-08-19 20:12:07,ABCDEF,"A0001",0.005140492180542355,"00e70006",file_231_007.txt,A0001,18,00e7000a
232,2553,2020-08-19 20:12:08,ABCDEF,"A0001",0.8328651898974538,"00e80006",file_232_007.txt,B0010,15,00e8000a
233,2564,2020-08-19 20:12:09,ABCDEF,"A0001",0.742808246625865,"00e90006",file_233_007.txt,A0001,10,00e9000a
234,2575,2020-08-19 20:12:10,ABCDEF,"A0001",0.604258746094299,"00ea0006",file_234_007.txt,B0010,7,00ea000a
235,2586,2020-08-19 20:12:11,ABCDEF,"A0001",0.8891395871370207,"00eb0006",file_235_007.txt,B0010,15,00eb000a
236,2597,2020-08-19 20:12:12,ABCDEF,"A0001",0.3015217750280573,"00ec0006",file_236_007.txt,A0001,17,00ec000a
237,2608,2020-08-19 20:12:13,ABCDEF,"A0001",0.9888536816936835,"00ed0006",file_237_007.txt,A0001,13,00ed000a
238,2619,2020-08-19 20:12:14,ABCDEF,"A0001",0.7668592308037029,"00ee0006",file_238_007.txt,A0001,11,00ee000a
239,2630,2020-08-19 20:12:15,ABCDEF,"A0001",0.33912411575084667,"00ef0006",file_239_007.txt,A0001,8,00ef000a
240,2641,2020-08-19 20:12:16,ABCDEF,"A0001",0.4833392775364094,"00f00006",file_240_007.txt,A0001,11,00f0000a
241,2652,2020-08-19 20:12:17,ABCDEF,"A0001",0.9837801114621932,"00f10006",file_241_007.txt,A0001,6,00f1000a
242,2663,2020-08-19 20:12:18,ABCDEF,"A0001",0.8914432020318168,"00f20006",file_242_007.txt,B0010,3,00f2000a
243,2674,2020-08-19 20:12:19,ABCDEF,"A0001",0.6815406858916411,"00f30006",file_243_007.txt,A0001,7,00f3000a
244,2685,2020-08-19 20:12:20,ABCDEF,"A0001",0.5189220258386823,"00f40006",file_244_007.txt,A0001,2,00f4000a
245,2696,2020-08-19 20:12:21,ABCDEF,"B0010",0.9908375651040219,"00f50006",file_245_007.txt,B0010,12,00f5000a
246,2707,2020-08-19 20:12:22,ABCDEF,"A0001",0.9766017805783226,"00f60006",file_246_007.txt,B0010,10,00f6000a
247,2718,2020-08-19 20:12:23,ABCDEF,"A0001",0.565678120085876,"00f70006",file_247_007.txt,A0001,12,00f7000a
248,2729,2020-08-19 20:12:24,ABCDEF,"A0001",0.8271953495794722,"00f80006",file_248_007.txt,B0010,3,00f8000a
249,2740,2020-08-19 20:12:25,ABCDEF,"B0010",0.009702055491322303,"00f90006",file_249_007.txt,B0010,10,00f9000a
250,2751,2020-08-19 20:12:26,ABCDEF,"A0001",0.29705378654512316,"00fa0006",file_250_007.txt,B0010,16,00fa000a
251,2762,2020-08-19 20:12:27,ABCDEF,"A0001",0.8444009810406665,"00fb0006",file_251_007.txt,A0001,13,00fb000a
252,2773,2020-08-19 20:12:28,ABCDEF,"A0001",0.7282536930309059,"00fc0006",file_252_007.txt,A0001,1,00fc000a
253,2784,2020-08-19 20:12:29,ABCDEF,"A0001",0.31640056425003515,"00fd0006",file_253_007.txt,B0010,2,00fd000a
254,2795,2020-08-19 20:12:30,ABCDEF,"B0010",0.46136190781385455,"00fe0006",file_254_007.txt,A0001,5,00fe000a
255,2806,2020-08-19 20:12:31,ABCDEF,"A0001",0.12462682425553229,"00ff0006",file_255_007.txt,A0001,18,00ff000a
256,2817,2020-08-19 20:12:32,ABCDEF,"A0001",0.6865269209897767,"01000006",file_256_007.txt,B0010,13,0100000a
257,2828,2020-08-19 20:12:33,ABCDEF,"A0001",0.6338435088304406,"01010006",file_257_007.txt,B0010,14,0101000a
258,2839,2020-08-19 20:12:34,ABCDEF,"A0001",0.917370413950269,"01020006",file_258_007.txt,A0001,2,0102000a
259,2850,2020-08-19 20:12:35,ABCDEF,"B0010",0.23053416689462802,"01030006",file_259_007.txt,A0001,17,0103000a
260,2861,2020-08-19 20:12:36,ABCDEF,"A0001",0.12680901340604045,"01040006",file_260_007.txt,A0001,13,0104000a
261,2872,2020-08-19 20:12:37,ABCDEF,"A0001",0.47799577632054535,"01050006",file_261_007.txt,A0001,14,0105000a
262,2883,2020-08-19 20:12:38,ABCDEF,"A0001",0.9811841878599548,"01060006",file_262_007.txt,B0010,1,0106000a
263,2894,2020-08-19 20:12:39,ABCDEF,"B0010",0.8901233175906718,"01070006",file_263_007.txt,A0001,1,0107000a
264,2905,2020-08-19 20:12:40,ABCDEF,"A0001",0.5244451910973397,"01080006",file_264_007.txt,B0010,7,0108000a
265,2916,2020-08-19 20:12:41,ABCDEF,"A0001",0.2574193364420678,"01090006",file_265_007.txt,B0010,12,0109000a
266,2927,2020-08-19 20:12:42,ABCDEF,"A0001",0.21181949001802358,"010a0006",file_266_007.txt,A0001,2,010a000a
267,2938,2020-08-19 20:12:43,ABCDEF,"A0001",0.7403961424191899,"010b0006",file_267_007.txt,A0001,11,010b000a
268,2949,2020-08-19 20:12:44,ABCDEF,"A0001",0.4235890978573038,"010c0006",file_268_007.txt,A0001,6,010c000a
269,2960,2020-08-19 20:12:45,ABCDEF,"A0001",0.009756245589298884,"010d0006",file_269_007.txt,A0001,1,010d000a
270,2971,2020-08-19 20:12:46,ABCDEF,"B0010",0.011446244510626147,"010e0006",file_270_007.txt,B0010,4,010e000a
271,2982,2020-08-19 20:12:47,ABCDEF,"A0001",0.320540205200449,"010f0006",file_271_007.txt,B0010,9,010f000a
272,2993,2020-08-19 20:12:48,ABCDEF,"A0001",0.8323685002244914,"01100006",file_272_007.txt,A0001,5,0110000a
273,3004,2020-08-19 20:12:49,ABCDEF,"A0001",0.824819285579246,"01110006",file_273_007.txt,A0001,4,0111000a
274,3015,2020-08-19 20:12:50,ABCDEF,"A0001",0.04873555358619863,"01120006",file_274_007.txt,A0001,8,0112000a
275,3026,2020-08-19 20:12:51,ABCDEF,"B0010",0.17845384191797276,"01130006",file_275_007.txt,A0001,18,0113000a
276,3037,2020-08-19 20:12:52,ABCDEF,"A0001",0.451298197561525,"01140006",file_276_007.txt,A0001,13,0114000a
277,3048,2020-08-19 20:12:53,ABCDEF,"B0010",0.9379261432920342,"01150006",file_277_007.txt,A0001,11,0115000a
278,3059,2020-08-19 20:12:54,ABCDEF,"A0001",0.5566658856803096,"01160006",file_278_007.txt,A0001,13,0116000a
279,3070,2020-08-19 20:12:55,ABCDEF,"A0001",0.7055345498660647,"01170006",file_279_007.txt,A0001,14,0117000a
280,3081,2020-08-19 20:12:56,ABCDEF,"B0010",0.9959069737248678,"01180006",file_280_007.txt,A0001,5,0118000a
281,3092,2020-08-19 20:12:57,ABCDEF,"B0010",0.49279770685458013,"01190006",file_281_007.txt,A0001,3,0119000a
282,3103,2020-08-19 20:12:58,ABCDEF,"A0001",0.9675754593731878,"011a0006",file_282_007.txt,A0001,3,011a000a
283,3114,2020-08-19 20:12:59,ABCDEF,"A0001",0.9317558018816531,"011b0006",file_283_007.txt,A0001,7,011b000a
284,3125,2020-08-19 20:13:00,ABCDEF,"A0001",0.2594698617312138,"011c0006",file_284_007.txt,B0010,4,011c000a
285,3136,2020-08-19 20:13:01,ABCDEF,"A0001",0.08497968947859824,"011d0006",file_285_007.txt,A0001,7,011d000a
286,3147,2020-08-19 20:13:02,ABCDEF,"B0010",0.2693023561541975,"011e0006",file_286_007.txt,A0001,6,011e000a
287,3158,2020-08-19 20:13:03,ABCDEF,"A0001",0.8882632097410412,"011f0006",file_287_007.txt,A0001,4,011f000a
288,3169,2020-08-19 20:13:04,ABCDEF,"A0001",0.6299201784769054,"01200006",file_288_007.txt,A0001,14,0120000a
289,3180,2020-08-19 20:13:05,ABCDEF,"B0010",0.045221577829509085,"01210006",file_289_007.txt,B0010,17,0121000a
290,3191,2020-08-19 20:13:06,ABCDEF,"A0001",0.510097202420704,"01220006",file_290_007.txt,B0010,15,0122000a
291,3202,2020-08-19 20:13:07,ABCDEF,"A0001",0.5467391563208581,"01230006",file_291_007.txt,A0001,18,0123000a
292,3213,2020-08-19 20:13:08,ABCDEF,"A0001",0.502889291475654,"01240006",file_292_007.txt,A0001,11,0124000a
293,3224,2020-08-19 20:13:09,ABCDEF,"A0001",0.48596906183723054,"01250006",file_293_007.txt,B0010,6,0125000a
294,3235,2020-08-19 20:13:10,ABCDEF,"A0001",0.3306953746682155,"01260006",file_294_007.txt,B0010,15,0126000a
295,3246,2020-08-19 20:13:11,ABCDEF,"A0001",0.35136784191925685,"01270006",file_295_007.txt,A0001,11,0127000a
296,3257,2020-08-19 20:13:12,ABCDEF,"B0010",0.7490939583981446,"01280006",file_296_007.txt,A0001,8,0128000a
297,3268,2020-08-19 20:13:13,ABCDEF,"B0010",0.9650115684629872,"01290006",file_297_007.txt,B0010,7,0129000a
298,3279,2020-08-19 20:13:14,ABCDEF,"B0010",0.8146748412040541,"012a0006",file_298_007.txt,B0010,4,012a000a
299,3290,2020-08-19 20:13:15,ABCDEF,"A0001",0.4924703339711264,"012b0006",file_299_007.txt,B0010,1,012b000a
300,3301,2020-08-19 20:13:16,ABCDEF,"A0001",0.7293134209353942,"012c0006",file_300_007.txt,B0010,8,012c000a
301,3312,2020-08-19 20:13:17,ABCDEF,"A0001",0.7708152945107563,"012d0006",file_301_007.txt,A0001,17,012d000a
302,3323,2020-08-19 20:13:18,ABCDEF,"A0001",0.5356059624278922,"012e0006",file_302_007.txt,A0001,2,012e000a
303,3334,2020-08-19 20:13:19,ABCDEF,"A0001",0.6098922403089143,"012f0006",file_303_007.txt,A0001,9,012f000a
304,3345,2020-08-19 20:13:20,ABCDEF,"B0010",0.8391274062727085,"01300006",file_304_007.txt,B0010,9,0130000a
305,3356,2020-08-19 20:13:21,ABCDEF,"A0001",0.64981056872305,"01310006",file_305_007.txt,B0010,14,0131000a
306,3367,2020-08-19 20:13:22,ABCDEF,"A0001",0.8506887101591808,"01320006",file_306_007.txt,B0010,1,0132000a
307,3378,2020-08-19 20:13:23,ABCDEF,"A0001",0.9702506819427672,"01330006",file_307_007.txt,A0001,7,0133000a
308,3389,2020-08-19 20:13:24,ABCDEF,"A0001",0.8563912591420857,"01340006",file_308_007.txt,A0001,9,0134000a
309,3400,2020-08-19 20:13:25,ABCDEF,"A0001",0.2169107357753195,"01350006",file_309_007.txt,B0010,12,0135000a
310,3411,2020-08-19 20:13:26,ABCDEF,"A0001",0.3286206318315764,"01360006",file_310_007.txt,B0010,16,0136000a
311,3422,2020-08-19 20:13:27,ABCDEF,"A0001",0.22880722556841104,"01370006",file_311_007.txt,A0001,12,0137000a
312,3433,2020-08-19 20:13:28,ABCDEF,"A0001",0.7198267328364724,"01380006",file_312_007.txt,A0001,7,0138000a
313,3444,2020-08-19 20:13:29,ABCDEF,"A0001",0.5824344744069915,"01390006",file_313_007.txt,B0010,4,0139000a
314,3455,2020-08-19 20:13:30,ABCDEF,"A0001",0.11021628119045801,"013a0006",file_314_007.txt,A0001,12,013a000a
315,3466,2020-08-19 20:13:31,ABCDEF,"A0001",0.3616733658271265,"013b0006",file_315_007.txt,B0010,2,013b000a
316,3477,2020-08-19 20:13:32,ABCDEF,"A0001",0.9875151350183042,"013c0006",file_316_007.txt,A0001,11,013c000a
317,3488,2020-08-19 20:13:33,ABCDEF,"A0001",0.4228205264510728,"013d0006",file_317_007.txt,A0001,3,013d000a
318,3499,2020-08-19 20:13:34,ABCDEF,"A0001",0.4025376544444311,"013e0006",file_318_007.txt,B0010,6,013e000a
319,3510,2020-08-19 20:13:35,ABCDEF,"B0010",0.7696451108129941,"013f0006",file_319_007.txt,B0010,6,013f000a
320,3521,2020-08-19 20:13:36,ABCDEF,"A0001",0.61368388741255,"01400006",file_320_007.txt,B0010,18,0140000a
321,3532,2020-08-19 20:13:37,ABCDEF,"A0001",0.10148980752159742,"01410006",file_321_007.txt,A0001,3,0141000a
322,3543,2020-08-19 20:13:38,ABCDEF,"A0001",0.061291533363102,"01420006",file_322_007.txt,B0010,15,0142000a
323,3554,2020-08-19 20:13:39,ABCDEF,"A0001",0.5955432146194161,"01430006",file_323_007.txt,A0001,2,0143000a
324,3565,2020-08-19 20:13:40,ABCDEF,"A0001",0.11190501532169705,"01440006",file_324_007.txt,B0010,7,0144000a
325,3576,2020-08-19 20:13:41,ABCDEF,"A0001",0.3151929355072862,"01450006",file_325_007.txt,B0010,14,0145000a
326,3587,2020-08-19 20:13:42,ABCDEF,"A0001",0.5007468458838559,"01460006",file_326_007.txt,A0001,10,0146000a
327,3598,2020-08-19 20:13:43,ABCDEF,"A0001",0.2798638598592369,"01470006",file_327_007.txt,B0010,18,0147000a
328,3609,2020-08-19 20:13:44,ABCDEF,"A0001",0.5716077070566942,"01480006",file_328_007.txt,A0001,4,0148000a
329,3620,2020-08-19 20:13:45,ABCDEF,"A0001",0.8205297939959619,"01490006",file_329_007.txt,B0010,17,0149000a
330,3631,2020-08-19 20:13:46,ABCDEF,"A0001",0.34088723165282275,"014a0006",file_330_007.txt,A0001,15,014a000a
331,3642,2020-08-19 20:13:47,ABCDEF,"B0010",0.836266016955096,"014b0006",file_331_007.txt,A0001,14,014b000a
332,3653,2020-08-19 20:13:48,ABCDEF,"A0001",0.21438399008461984,"014c0006",file_332_007.txt,B0010,9,014c000a
333,3664,2020-08-19 20:13:49,ABCDEF,"A0001",0.2100355402066284,"014d0006",file_333_007.txt,A0001,7,014d000a
334,3675,2020-08-19 20:13:50,ABCDEF,"A0001",0.8765505641655448,"014e0006",file_334_007.txt,A0001,18,014e000a
335,3686,2020-08-19 20:13:51,ABCDEF,"A0001",0.6830705918764607,"014f0006",file_335_007.txt,A0001,11,014f000a
336,3697,2020-08-19 20:13:52,ABCDEF,"A0001",0.687295598470443,"01500006",file_336_007.txt,A0001,3,0150000a
337,3708,2020-08-19 20:13:53,ABCDEF,"A0001",0.7250225491822746,"01510006",file_337_007.txt,A0001,7,0151000a
338,3719,2020-08-19 20:13:54,ABCDEF,"A0001",0.11361241933196653,"01520006",file_338_007.txt,A0001,7,0152000a
339,3730,2020-08-19 20:13:55,ABCDEF,"B0010",0.9507293366339277,"01530006",file_339_007.txt,B0010,13,0153000a
340,3741,2020-08-19 20:13:56,ABCDEF,"A0001",0.25899776367196625,"01540006",file_340_007.txt,B0010,3,0154000a
341,3752,2020-08-19 20:13:57,ABCDEF,"A0001",0.4092069212565811,"01550006",file_341_007.txt,B0010,13,0155000a
342,3763,2020-08-19 20:13:58,ABCDEF,"A0001",0.39473555024652407,"01560006",file_342_007.txt,A0001,15,0156000a
343,3774,2020-08-19 20:13:59,ABCDEF,"A0001",0.8378713409610741,"01570006",file_343_007.txt,A0001,8,0157000a
344,3785,2020-08-19 20:14:00,ABCDEF,"A0001",0.7406931598801159,"01580006",file_344_007.txt,B0010,14,0158000a
345,3796,2020-08-19 20:14:01,ABCDEF,"A0001",0.3627195122489608,"01590006",file_345_007.txt,B0010,4,0159000a
346,3807,2020-08-19 20:14:02,ABCDEF,"A0001",0.8902691365944498,"015a0006",file_346_007.txt,B0010,15,015a000a
347,3818,2020-08-19 20:14:03,ABCDEF,"B0010",0.6492578871068555,"015b0006",file_347_007.txt,B0010,18,015b000a
348,3829,2020-08-19 20:14:04,ABCDEF,"A0001",0.48441465491019997,"015c0006",file_348_007.txt,A0001,2,015c000a
349,3840,2020-08-19 20:14:05,ABCDEF,"A0001",0.5766564504054,"015d0006",file_349_007.txt,B0010,16,015d000a
350,3851,2020-08-19 20:14:06,ABCDEF,"B0010",0.4173893043552952,"015e0006",file_350_007.txt,A0001,17,015e000a
351,3862,2020-08-19 20:14:07,ABCDEF,"B0010",0.7609627852812063,"015f0006",file_351_007.txt,A0001,9,015f000a
352,3873,2020-08-19 20:14:08,ABCDEF,"A0001",0.37448376480340484,"01600006",file_352_007.txt,A0001,3,0160000a
353,3884,2020-08-19 20:14:09,ABCDEF,"A0001",0.3682332212854096,"01610006",file_353_007.txt,B0010,5,0161000a
354,3895,2020-08-19 20:14:10,ABCDEF,"A0001",0.13362019235351408,"01620006",file_354_007.txt,B0010,1,0162000a
355,3906,2020-08-19 20:14:11,ABCDEF,"B0010",0.37217805039469587,"01630006",file_355_007.txt,B0010,13,0163000a
356,3917,2020-08-19 20:14:12,ABCDEF,"B0010",0.9657243229562329,"01640006",file_356_007.txt,A0001,8,0164000a
357,3928,2020-08-19 20:14:13,ABCDEF,"A0001",0.7527878491538776,"01650006",file_357_007.txt,A0001,13,0165000a
358,3939,2020-08-19 20:14:14,ABCDEF,"A0001",0.02870692403287678,"01660006",file_358_007.txt,B0010,18,0166000a
359,3950,2020-08-19 20:14:15,ABCDEF,"B0010",0.7745912829182214,"01670006",file_359_007.txt,B0010,5,0167000a
360,3961,2020-08-19 20:14:16,ABCDEF,"B0010",0.3405666464851148,"01680006",file_360_007.txt,A0001,11,0168000a
361,3972,2020-08-19 20:14:17,ABCDEF,"A0001",0.13986813853098357,"01690006",file_361_007.txt,A0001,11,0169000a
362,3983,2020-08-19 20:14:18,ABCDEF,"A0001",0.5507154717942145,"016a0006",file_362_007.txt,B0010,15,016a000a
363,3994,2020-08-19 20:14:19,ABCDEF,"A0001",0.5837326174739462,"016b0006",file_363_007.txt,A0001,18,016b000a
364,4005,2020-08-19 20:14:20,ABCDEF,"A0001",0.6032410896204539,"016c0006",file_364_007.txt,B0010,18,016c000a
365,4016,2020-08-19 20:14:21,ABCDEF,"A0001",0.9690084280302993,"016d0006",file_365_007.txt,A0001,2,016d000a
366,4027,2020-08-19 20:14:22,ABCDEF,"A0001",0.523351490102572,"016e0006",file_366_007.txt,B0010,5,016e000a
367,4038,2020-08-19 20:14:23,ABCDEF,"B0010",0.8243344595857198,"016f0006",file_367_007.txt,A0001,7,016f000a
368,4049,2020-08-19 20:14:24,ABCDEF,"A0001",0.19330726713265833,"01700006",file_368_007.txt,B0010,16,0170000a
369,4060,2020-08-19 20:14:25,ABCDEF,"A0001",0.8747882796941548,"01710006",file_369_007.txt,A0001,6,0171000a
370,4071,2020-08-19 20:14:26,ABCDEF,"A0001",0.8029515443457752,"01720006",file_370_007.txt,A0001,12,0172000a
371,4082,2020-08-19 20:14:27,ABCDEF,"A0001",0.20653169388301218,"01730006",file_371_007.txt,B0010,9,0173000a
372,4093,2020-08-19 20:14:28,ABCDEF,"A0001",0.8388984131322685,"01740006",file_372_007.txt,B0010,9,0174000a
373,4104,2020-08-19 20:14:29,ABCDEF,"A0001",0.28959139081506513,"01750006",file_373_007.txt,A0001,15,0175000a
374,4115,2020-08-19 20:14:30,ABCDEF,"A0001",0.771521956419844,"01760006",file_374_007.txt,A0001,18,0176000a
375,4126,2020-08-19 20:14:31,ABCDEF,"A0001",0.08100667647103443,"01770006",file_375_007.txt,A0001,10,0177000a
376,4137,2020-08-19 20:14:32,ABCDEF,"B0010",0.6703487249292363,"01780006",file_376_007.txt,A0001,6,0178000a
377,4148,2020-08-19 20:14:33,ABCDEF,"A0001",0.654023679369804,"01790006",file_377_007.txt,A0001,1,0179000a
378,4159,2020-08-19 20:14:34,ABCDEF,"A0001",0.5345893600503682,"017a0006",file_378_007.txt,A0001,7,017a000a
379,4170,2020-08-19 20:14:35,ABCDEF,"A0001",0.28869651142474384,"017b0006",file_379_007.txt,B0010,10,017b000a
380,4181,2020-08-19 20:14:36,ABCDEF,"A0001",0.13040167767398803,"017c0006",file_380_007.txt,A0001,5,017c000a
381,4192,2020-08-19 20:14:37,ABCDEF,"A0001",0.05122384016407644,"017d0006",file_381_007.txt,A0001,17,017d000a
382,4203,2020-08-19 20:14:38,ABCDEF,"A0001",0.4033108365724122,"017e0006",file_382_007.txt,B0010,13,017e000a
383,4214,2020-08-19 20:14:39,ABCDEF,"A0001",0.9265237819460888,"017f0006",file_383_007.txt,B0010,12,017f000a
384,4225,2020-08-19 20:14:40,ABCDEF,"B0010",0.9719750655054292,"01800006",file_384_007.txt,A0001,3,0180000a
385,4236,2020-08-19 20:14:41,ABCDEF,"B0010",0.05150553709299621,"01810006",file_385_007.txt,A0001,16,0181000a
386,4247,2020-08-19 20:14:42,ABCDEF,"A0001",0.799552408111491,"01820006",file_386_007.txt,A0001,15,0182000a
387,4258,2020-08-19 20:14:43,ABCDEF,"A0001",0.05186331949691558,"01830006",file_387_007.txt,B0010,2,0183000a
388,4269,2020-08-19 20:14:44,ABCDEF,"A0001",0.6181407376317716,"01840006",file_388_007.txt,B0010,7,0184000a
389,4280,2020-08-19 20:14:45,ABCDEF,"A0001",0.6725022384178797,"01850006",file_389_007.txt,A0001,14,0185000a
390,4291,2020-08-19 20:14:46,ABCDEF,"A0001",0.32152411129214853,"01860006",file_390_007.txt,A0001,6,0186000a
391,4302,2020-08-19 20:14:47,ABCDEF,"A0001",0.03933566772018049,"01870006",file_391_007.txt,B0010,11,0187000a
392,4313,2020-08-19 20:14:48,ABCDEF,"A0001",0.19447677088664905,"01880006",file_392_007.txt,A0001,7,0188000a
393,4324,2020-08-19 20:14:49,ABCDEF,"A0001",0.8399902815261813,"01890006",file_393_007.txt,B0010,10,0189000a
394,4335,2020-08-19 20:14:50,ABCDEF,"A0001",0.057918393402902946,"018a0006",file_394_007.txt,A0001,18,018a000a
395,4346,2020-08-19 20:14:51,ABCDEF,"A0001",0.35441281825991156,"018b0006",file_395_007.txt,B0010,5,018b000a
396,4357,2020-08-19 20:14:52,ABCDEF,"A0001",0.7929583188547782,"018c0006",file_396_007.txt,B0010,2,018c000a
397,4368,2020-08-19 20:14:53,ABCDEF,"A0001",0.6598523812453704,"018d0006",file_397_007.txt,B0010,3,018d000a
398,4379,2020-08-19 20:14:54,ABCDEF,"A0001",0.5695008362554607,"018e0006",file_398_007.txt,A0001,13,018e000a
399,4390,2020-08-19 20:14:55,ABCDEF,"B0010",0.3060529327268021,"018f0006",file_399_007.txt,B0010,12,018f000a
400,4401,2020-08-19 20:14:56,ABCDEF,"B0010",0.289480744999551,"01900006",file_400_007.txt,B0010,6,0190000a
401,4412,2020-08-19 20:14:57,ABCDEF,"A0001",0.0729826385113389,"01910006",file_401_007.txt,A0001,14,0191000a
402,4423,2020-08-19 20:14:58,ABCDEF,"A0001",0.622247768012262,"01920006",file_402_007.txt,A0001,7,0192000a
403,4434,2020-08-19 20:14:59,ABCDEF,"A0001",0.368665487976814,"01930006",file_403_007.txt,A0001,4,0193000a
404,4445,2020-08-19 20:15:00,ABCDEF,"B0010",0.7659198235480339,"01940006",file_404_007.txt,B0010,16,0194000a
405,4456,2020-08-19 20:15:01,ABCDEF,"A0001",0.4807859795878262,"01950006",file_405_007.txt,A0001,1,0195000a
406,4467,2020-08-19 20:15:02,ABCDEF,"A0001",0.1064826529763182,"01960006",file_406_007.txt,B0010,10,0196000a
407,4478,2020-08-19 20:15:03,ABCDEF,"A0001",0.0418241212223146,"01970006",file_407_007.txt,A0001,18,0197000a
408,4489,2020-08-19 20:15:04,ABCDEF,"B0010",0.1973904109839537,"01980006",file_408_007.txt,A0001,9,0198000a
409,4500,2020-08-19 20:15:05,ABCDEF,"A0001",0.6942955683077837,"01990006",file_409_007.txt,A0001,16,0199000a
410,4511,2020-08-19 20:15:06,ABCDEF,"A0001",0.8199640969514584,"019a0006",file_410_007.txt,B0010,1,019a000a
411,4522,2020-08-19 20:15:07,ABCDEF,"A0001",0.03136157692835895,"019b0006",file_411_007.txt,A0001,4,019b000a
412,4533,2020-08-19 20:15:08,ABCDEF,"A0001",0.37988162215629473,"019c0006",file_412_007.txt,A0001,15,019c000a
413,4544,2020-08-19 20:15:09,ABCDEF,"B0010",0.6312401063599851,"019d0006",file_413_007.txt,A0001,17,019d000a
414,4555,2020-08-19 20:15:10,ABCDEF,"A0001",0.4049894968008434,"019e0006",file_414_007.txt,A0001,16,019e000a
415,4566,2020-08-19 20:15:11,ABCDEF,"B0010",0.5199127724084627,"019f0006",file_415_007.txt,A0001,10,019f000a
416,4577,2020-08-19 20:15:12,ABCDEF,"A0001",0.4953410946321144,"01a00006",file_416_007.txt,A0001,8,01a0000a
417,4588,2020-08-19 20:15:13,ABCDEF,"A0001",0.3354821345981238,"01a10006",file_417_007.txt,A0001,6,01a1000a
418,4599,2020-08-19 20:15:14,ABCDEF,"A0001",0.5637191376012118,"01a20006",file_418_007.txt,B0010,6,01a2000a
419,4610,2020-08-19 20:15:15,ABCDEF,"A0001",0.490905619877542,"01a30006",file_419_007.txt,A0001,13,01a3000a
420,4621,2020-08-19 20:15:16,ABCDEF,"B0010",0.728275372079662,"01a40006",file_420_007.txt,B0010,11,01a4000a
421,4632,2020-08-19 20:15:17,ABCDEF,"B0010",0.21477237882792788,"01a50006",file_421_007.txt,A0001,9,01a5000a
422,4643,2020-08-19 20:15:18,ABCDEF,"A0001",0.5200949199298889,"01a60006",file_422_007.txt,A0001,18,01a6000a
423,4654,2020-08-19 20:15:19,ABCDEF,"A0001",0.9913773304820077,"01a70006",file_423_007.txt,A0001,2,01a7000a
424,4665,2020-08-19 20:15:20,ABCDEF,"A0001",0.9484375235611269,"01a80006",file_424_007.txt,B0010,4,01a8000a
425,4676,2020-08-19 20:15:21,ABCDEF,"B0010",0.9020869700150331,"01a90006",file_425_007.txt,A0001,14,01a9000a
426,4687,2020-08-19 20:15:22,ABCDEF,"A0001",0.16079508833828748,"01aa0006",file_426_007.txt,A0001,15,01aa000a
427,4698,2020-08-19 20:15:23,ABCDEF,"A0001",0.2646627606840857,"01ab0006",file_427_007.txt,B0010,5,01ab000a
428,4709,2020-08-19 20:15:24,ABCDEF,"B0010",0.9603767277084557,"01ac0006",file_428_007.txt,B0010,4,01ac000a
429,4720,2020-08-19 20:15:25,ABCDEF,"A0001",0.552602838965936,"01ad0006",file_429_007.txt,B0010,11,01ad000a
